h,r,t
1319,203957,1
1510,114367,1
407,167209,1
562,127591,1
1158,45881,1
2467,61665,1
756,199295,1
2308,64744,1
1336,75425,1
7,175738,1
2036,89902,1
412,187470,1
1174,95128,1
1395,225117,1
364,206918,1
2201,114822,1
2261,160453,1
2176,45031,1
264,132014,1
441,95610,1
658,171861,1
1354,155104,1
2402,205646,1
1345,152385,1
175,73644,1
2348,226397,1
1656,137701,1
170,161174,1
388,136217,1
1346,148209,1
1111,147490,1
1362,81119,1
34,63972,1
541,227764,1
1651,77939,1
1143,211494,1
2261,161601,1
1651,67574,1
1661,200525,1
2253,136200,1
230,206910,1
2374,100455,1
869,157962,1
628,95836,1
1087,58188,1
2459,191070,1
931,161494,1
2262,56293,1
1556,218946,1
1720,125042,1
472,95353,1
1352,135742,1
505,142369,1
1373,225461,1
463,140992,1
2315,51754,1
1985,194350,1
364,204967,1
1693,156230,1
253,186299,1
599,204383,1
2099,120377,1
1777,64503,1
482,157725,1
1326,75978,1
1651,141997,1
1949,150549,1
739,50378,1
482,83060,1
2374,83957,1
2200,66518,1
1720,52502,1
75,213458,1
1945,111615,1
1935,84850,1
115,204614,1
1596,181602,1
1656,112400,1
580,175004,1
1069,213137,1
617,134998,1
242,168872,1
2099,216303,1
1197,129937,1
1651,93849,1
2310,92818,1
2123,139807,1
802,176230,1
751,82012,1
546,189572,1
294,137681,1
2348,226397,1
2176,130368,1
505,183077,1
553,157939,1
1651,189670,1
1096,192749,1
1945,164978,1
1779,140290,1
338,206536,1
2040,98289,1
2164,158715,1
754,79397,1
963,128104,1
1090,204927,1
2374,71407,1
983,211437,1
990,150174,1
295,161909,1
1945,194781,1
963,63129,1
1696,164520,1
30,176937,1
40,143479,1
1852,123098,1
179,179195,1
515,149724,1
2262,84250,1
1326,59585,1
267,159961,1
1546,166414,1
1197,77219,1
640,224927,1
1966,50582,1
667,171989,1
410,169645,1
2246,219912,1
658,160865,1
829,218017,1
1591,122641,1
2310,154933,1
239,171364,1
505,98161,1
1334,227332,1
1536,107713,1
773,96331,1
720,90775,1
620,169415,1
1170,157327,1
1664,226077,1
1510,149716,1
254,65746,1
573,84268,1
2104,47510,1
1135,78701,1
662,98723,1
45,124682,1
364,44313,1
1489,149594,1
1911,52163,1
981,158360,1
1935,170178,1
1022,71015,1
2127,136832,1
158,200367,1
343,191921,1
200,48296,1
436,157784,1
620,69234,1
322,170086,1
1013,45690,1
2475,205461,1
1567,82092,1
1696,75701,1
1851,148782,1
580,159151,1
52,112030,1
65,111129,1
2310,142831,1
2434,188601,1
2467,112426,1
1298,185423,1
1516,190434,1
267,115648,1
338,94039,1
2185,101074,1
1750,224579,1
267,82098,1
555,80722,1
1087,175529,1
515,140836,1
1884,47250,1
1623,127701,1
523,118061,1
1971,126359,1
364,46475,1
2016,84006,1
908,93923,1
1779,85726,1
1516,65245,1
267,114305,1
357,119881,1
1158,88103,1
682,213760,1
2374,136014,1
2270,174134,1
2402,132272,1
2370,125201,1
1037,86180,1
1536,168071,1
1779,205555,1
1767,168683,1
1516,65350,1
2374,130324,1
169,181544,1
175,118156,1
1067,180975,1
396,111314,1
808,148414,1
658,171415,1
2458,196893,1
963,133146,1
2487,222722,1
1485,97763,1
2374,75896,1
2040,69541,1
2374,133724,1
472,186493,1
931,161838,1
2144,165707,1
1598,65685,1
1777,55652,1
1354,192921,1
1911,46309,1
1008,113714,1
935,121103,1
1973,187443,1
1591,78772,1
166,136602,1
2185,169912,1
2379,159780,1
1338,158879,1
648,206930,1
1157,176300,1
1945,53949,1
3,204529,1
1170,84574,1
1909,201994,1
1222,83191,1
1566,121524,1
407,197115,1
441,82261,1
846,151821,1
267,176073,1
2378,118464,1
620,226138,1
2248,58032,1
7,109366,1
2262,88420,1
317,54399,1
242,184270,1
1945,110607,1
2104,123879,1
244,55536,1
354,180256,1
140,59187,1
1003,128375,1
1696,65643,1
40,44602,1
1009,85681,1
1197,214521,1
674,91604,1
1009,184720,1
1395,50269,1
963,175729,1
1023,215108,1
1346,107664,1
1911,179708,1
2463,172279,1
267,165918,1
990,67710,1
2040,219184,1
364,217821,1
686,83297,1
630,49936,1
1485,188443,1
1143,117654,1
1376,136408,1
523,185044,1
137,183688,1
98,99575,1
40,210403,1
573,98767,1
28,208947,1
1730,100700,1
34,45168,1
830,115266,1
1465,185041,1
575,96836,1
305,52440,1
2310,115932,1
990,118573,1
1661,77253,1
107,220092,1
267,128360,1
1935,66549,1
2415,158021,1
973,101600,1
751,82819,1
2389,189800,1
1883,85774,1
28,57976,1
40,124030,1
2378,82931,1
1163,170681,1
553,174088,1
2329,95993,1
472,212442,1
867,124158,1
1491,115809,1
713,96121,1
2090,86807,1
1486,102948,1
3,89935,1
28,209487,1
1162,163048,1
940,111251,1
1408,203662,1
867,57778,1
368,76558,1
421,148132,1
1927,60700,1
2104,70624,1
165,219041,1
1195,207765,1
2262,72306,1
989,152904,1
1395,87344,1
296,92833,1
460,109910,1
77,166014,1
567,153258,1
2200,129102,1
518,159972,1
2374,46150,1
580,134697,1
374,157815,1
436,189545,1
1537,112250,1
150,76552,1
1897,163122,1
200,221659,1
150,50149,1
1345,176346,1
2099,147894,1
1598,162915,1
1864,214839,1
1529,193982,1
1058,192860,1
1949,142650,1
1651,56042,1
567,167921,1
830,152341,1
1326,150411,1
1143,103258,1
357,204465,1
44,121055,1
2262,174850,1
978,177377,1
2253,131963,1
1354,175327,1
869,81194,1
441,178370,1
175,182046,1
1066,210358,1
1218,168151,1
1510,220713,1
1898,141597,1
481,206273,1
1003,161877,1
2348,153539,1
2261,83443,1
1376,178846,1
660,55004,1
505,45807,1
2254,156753,1
441,145941,1
813,125369,1
1897,217237,1
1376,127375,1
2024,96097,1
273,209924,1
945,123414,1
1156,154368,1
357,91524,1
1891,97784,1
2415,108723,1
2459,128397,1
65,111232,1
1222,49638,1
1163,200791,1
1174,171343,1
1945,175744,1
441,169501,1
2253,174023,1
250,46824,1
1673,188594,1
436,44764,1
1338,224451,1
2129,56135,1
357,214018,1
465,75345,1
2458,79553,1
808,82097,1
1615,216597,1
1395,126814,1
1087,166985,1
199,119750,1
267,189430,1
1510,56562,1
2348,76284,1
2305,223426,1
364,118944,1
2374,164238,1
2262,173004,1
1956,141369,1
839,45772,1
281,90282,1
1798,194297,1
795,195541,1
342,91231,1
866,59099,1
1657,144457,1
1656,178239,1
1090,212728,1
1068,117589,1
1407,93107,1
2164,143070,1
1090,209433,1
388,45209,1
1058,120531,1
175,210003,1
1090,164475,1
963,69992,1
1651,76957,1
1979,178024,1
2374,61557,1
2049,190197,1
1068,193259,1
16,95854,1
789,194059,1
50,100171,1
1338,203158,1
2262,226367,1
714,106311,1
1383,172213,1
2193,124848,1
98,216712,1
1163,63052,1
234,69545,1
975,98226,1
614,157744,1
175,197074,1
1814,205424,1
280,175979,1
611,188714,1
1502,122344,1
1609,151250,1
808,47144,1
1463,69750,1
2487,183128,1
460,177589,1
1060,163211,1
2261,134960,1
1174,84900,1
73,179951,1
2029,214760,1
1143,93305,1
1735,67955,1
338,141573,1
383,153191,1
2487,140670,1
2481,69847,1
732,221588,1
2296,115166,1
7,155250,1
1510,221125,1
825,72261,1
2262,148746,1
808,189490,1
1696,104232,1
2262,188914,1
1299,105141,1
1197,172870,1
3,88552,1
1143,158533,1
1911,174590,1
709,153170,1
481,66784,1
1298,209897,1
1068,155911,1
305,58841,1
1956,135548,1
1485,108876,1
2248,227944,1
1744,210408,1
199,143060,1
597,220807,1
2188,81922,1
170,57008,1
866,210902,1
65,169202,1
1326,44585,1
2185,66087,1
267,226505,1
1058,182404,1
1696,141435,1
515,58611,1
2402,189601,1
1977,48678,1
1141,47301,1
467,123579,1
2102,194012,1
2104,178027,1
1143,211896,1
168,157822,1
2129,101249,1
580,83388,1
1163,102417,1
2503,187861,1
1945,115820,1
2339,163637,1
776,122901,1
2382,111273,1
2231,189740,1
129,144991,1
16,107299,1
2261,209741,1
538,193001,1
275,61539,1
1536,67915,1
175,112876,1
813,116510,1
234,70176,1
162,64962,1
1952,58923,1
1129,206073,1
5,49350,1
334,202323,1
1459,48774,1
2416,113300,1
1196,67561,1
1395,176476,1
1842,141241,1
267,192191,1
1191,100567,1
1700,180918,1
1037,74040,1
1039,117967,1
599,144837,1
1176,136429,1
1809,161049,1
1395,69043,1
1354,75818,1
1777,149593,1
1949,140861,1
1726,145401,1
242,143565,1
393,160990,1
1197,173177,1
1651,192637,1
1130,108165,1
2224,219274,1
1163,224513,1
614,112628,1
1720,77901,1
1197,160417,1
2200,86642,1
2095,80969,1
267,79250,1
2069,103735,1
2002,124119,1
2324,139921,1
1096,69580,1
267,220756,1
294,170556,1
1566,114997,1
2348,143103,1
1720,186592,1
746,117291,1
1226,154153,1
1463,82567,1
825,104081,1
929,206520,1
164,105691,1
267,159181,1
1003,182359,1
2246,102356,1
1462,189662,1
1651,183382,1
364,75296,1
195,226711,1
1067,123517,1
2415,59306,1
935,94956,1
596,138555,1
1338,175199,1
514,221579,1
1008,87576,1
1945,82412,1
487,216976,1
2262,150251,1
1373,171565,1
162,227565,1
813,168035,1
554,84259,1
1516,159251,1
1120,66155,1
698,205329,1
2132,57013,1
7,71181,1
1111,212185,1
2310,123943,1
866,154588,1
170,124540,1
2310,165058,1
364,180979,1
317,226868,1
1536,44591,1
1658,152289,1
2130,217625,1
45,205125,1
1720,193032,1
2049,170853,1
1068,173915,1
1346,126580,1
963,51691,1
739,208064,1
1945,174600,1
851,90164,1
2129,86050,1
2176,69325,1
739,166544,1
1661,102316,1
1187,174727,1
1023,115087,1
267,114973,1
1013,188713,1
1566,196317,1
2486,79854,1
867,53646,1
1911,119855,1
929,73968,1
567,81503,1
1196,44962,1
682,60884,1
2324,197795,1
1443,190635,1
394,128278,1
1008,147731,1
1174,91353,1
1096,71492,1
305,141135,1
1435,49501,1
795,61808,1
364,168675,1
551,174602,1
622,66020,1
1696,68166,1
713,203113,1
929,136239,1
1945,55864,1
1538,123027,1
158,153810,1
200,154804,1
1945,121882,1
1538,106391,1
1346,103569,1
267,168336,1
519,119012,1
1462,50068,1
929,90381,1
505,128155,1
2329,118031,1
2262,51224,1
2458,198613,1
1801,174335,1
554,193595,1
2246,141218,1
1656,134637,1
1280,124726,1
532,180683,1
1591,107300,1
410,82304,1
822,77901,1
421,86387,1
686,47432,1
1510,142164,1
940,54401,1
1039,100373,1
1802,74640,1
620,175847,1
1870,60642,1
136,163665,1
1328,80576,1
794,71940,1
2355,215622,1
2305,109341,1
599,53621,1
267,192458,1
2476,200409,1
175,187461,1
2378,171827,1
170,223415,1
869,109117,1
1839,84312,1
1661,160693,1
1734,165351,1
141,127816,1
1651,109121,1
795,171752,1
599,132344,1
1096,193483,1
1979,186592,1
728,170363,1
1428,152381,1
739,104580,1
658,100371,1
2164,92713,1
1911,211435,1
65,159306,1
819,98656,1
1374,121427,1
242,148179,1
1556,54021,1
2036,220981,1
1516,96475,1
617,135087,1
1508,91129,1
990,200871,1
2389,222135,1
2467,205834,1
115,101159,1
567,199591,1
2378,166572,1
1407,61415,1
1454,173965,1
521,107869,1
515,200421,1
1745,74153,1
1915,228071,1
1233,120507,1
1784,224743,1
489,205527,1
573,182070,1
27,180721,1
1326,164892,1
750,179686,1
1651,119930,1
343,141783,1
2262,223473,1
2166,159305,1
267,124032,1
620,191757,1
1566,180569,1
1651,215751,1
573,117200,1
2129,163728,1
193,74868,1
650,209616,1
77,165560,1
2261,201302,1
421,74281,1
1795,94990,1
1516,64712,1
1081,67328,1
2464,175334,1
1777,105442,1
1533,114454,1
200,69181,1
62,83053,1
622,82470,1
573,147012,1
551,215964,1
1376,142448,1
1068,92689,1
496,199502,1
2235,175997,1
294,108649,1
1817,212328,1
2173,210285,1
1326,167150,1
1300,49011,1
173,131629,1
1039,177046,1
357,196623,1
1196,224269,1
794,216883,1
1163,86328,1
177,136752,1
1898,138325,1
2316,84181,1
2253,100675,1
960,161049,1
129,219727,1
1195,208337,1
1596,85410,1
2261,118068,1
1469,171989,1
2248,127982,1
1949,122057,1
599,46625,1
1980,156768,1
1715,162682,1
1141,222903,1
2176,196367,1
1909,149808,1
175,120242,1
1269,162115,1
940,98268,1
2224,200470,1
267,181153,1
1693,225119,1
2329,144343,1
436,162015,1
115,170432,1
1197,106120,1
413,175766,1
283,115471,1
364,131727,1
1269,168436,1
1720,140476,1
1842,101509,1
1736,180875,1
2476,120439,1
200,139701,1
526,224340,1
2099,106008,1
2486,159347,1
2253,100172,1
1156,121728,1
724,177897,1
2191,123052,1
908,99863,1
1784,208995,1
2262,101539,1
1911,219247,1
1485,219230,1
1536,115884,1
170,106239,1
1037,122626,1
315,60811,1
1479,211953,1
37,122607,1
68,160165,1
1659,193941,1
267,155747,1
785,212414,1
2457,89708,1
523,143448,1
620,139241,1
1596,54655,1
1898,225153,1
2324,57261,1
1182,112719,1
396,70025,1
935,69119,1
1003,152294,1
2243,116675,1
242,221954,1
200,65480,1
129,225377,1
1612,103599,1
1756,209185,1
1736,115406,1
1215,174931,1
234,125230,1
2261,49053,1
825,166057,1
2262,170272,1
337,88760,1
990,147852,1
71,138547,1
1060,195441,1
2083,110753,1
990,156865,1
1349,91870,1
1395,157189,1
1068,97101,1
682,167068,1
1008,167203,1
866,211368,1
2315,222738,1
1060,131923,1
342,151614,1
1935,53265,1
1935,71021,1
1418,68055,1
2040,186098,1
1354,179597,1
291,219692,1
1804,182796,1
2467,121765,1
869,203862,1
32,93353,1
640,68527,1
2476,170559,1
333,223665,1
2177,129177,1
866,132142,1
1009,82055,1
1651,65664,1
2481,203616,1
2296,83730,1
2315,56539,1
940,137130,1
2176,59273,1
686,180584,1
1000,79336,1
1651,155690,1
1089,190964,1
267,177452,1
1009,163434,1
1096,156374,1
1231,68839,1
751,222991,1
2329,225994,1
505,83184,1
2185,49502,1
2481,77480,1
254,63529,1
2253,63364,1
2104,45293,1
466,204294,1
1651,114032,1
1566,103900,1
466,45998,1
2098,66214,1
1777,192682,1
7,134762,1
399,120992,1
2094,142374,1
1510,218393,1
515,164664,1
2348,54046,1
1407,122340,1
1486,163905,1
2262,168426,1
981,79760,1
1777,129164,1
1008,153310,1
588,157315,1
755,60660,1
1774,108654,1
851,140093,1
249,105383,1
2315,166378,1
1898,198787,1
2261,215298,1
627,161049,1
1976,115838,1
808,195857,1
1911,178431,1
1651,51666,1
170,102538,1
1696,184465,1
2378,147228,1
162,148768,1
869,95926,1
102,106171,1
620,123493,1
2374,108555,1
2374,122997,1
1352,64954,1
580,180389,1
2464,200843,1
1774,219749,1
2503,151624,1
1338,222035,1
257,163197,1
1945,56882,1
1656,198903,1
541,111740,1
802,221783,1
317,59622,1
1586,195743,1
2353,182280,1
355,50282,1
1666,87485,1
1818,176271,1
963,202455,1
2348,166928,1
1538,121052,1
1779,155875,1
1045,110264,1
1279,178782,1
772,136106,1
1485,179119,1
204,141241,1
2489,122191,1
421,208586,1
2243,108327,1
1574,218237,1
686,167851,1
1485,158164,1
1612,126406,1
1935,55273,1
1536,86243,1
441,78152,1
1030,188794,1
2374,126755,1
1779,160880,1
1068,220646,1
2315,130712,1
1395,203451,1
401,127639,1
129,64490,1
2424,209244,1
267,195254,1
2402,226543,1
1090,134139,1
1068,96905,1
709,218010,1
1566,46932,1
640,218475,1
1949,194091,1
2467,221256,1
2467,111022,1
1651,194552,1
1023,201986,1
472,86342,1
264,47873,1
1784,126713,1
617,168434,1
1068,136494,1
1527,122184,1
261,136767,1
1176,55823,1
175,94646,1
2339,204917,1
322,88393,1
1163,80179,1
168,104429,1
2141,115330,1
897,62418,1
1502,164857,1
267,200259,1
562,206856,1
511,136646,1
963,152347,1
2486,79036,1
629,195485,1
1486,78921,1
1730,57871,1
2185,88469,1
484,228057,1
830,153720,1
1326,219308,1
271,170071,1
2475,95752,1
2131,218768,1
150,171366,1
1779,192845,1
505,189774,1
482,172827,1
2374,83794,1
2298,86194,1
575,219703,1
1949,76668,1
1566,212175,1
1028,125361,1
2020,68554,1
851,168470,1
364,119783,1
2348,152523,1
808,121491,1
1945,92440,1
2383,51350,1
2374,107354,1
146,219606,1
619,73343,1
1779,140022,1
252,103858,1
270,185893,1
2502,196815,1
1945,204878,1
68,164276,1
785,182705,1
544,143087,1
2262,195781,1
1911,147080,1
2415,182372,1
940,224370,1
802,183632,1
1338,178367,1
283,168937,1
623,214455,1
978,169510,1
162,51138,1
1034,75730,1
1407,83686,1
1596,149676,1
283,51709,1
7,59436,1
699,90979,1
515,122263,1
1163,117149,1
1119,204338,1
1958,141280,1
1163,56026,1
197,174072,1
1157,55911,1
1784,81057,1
1945,109597,1
394,117945,1
406,185419,1
1779,168587,1
1720,160497,1
756,176428,1
357,143871,1
1973,171873,1
599,53991,1
1796,131694,1
1838,78901,1
1096,176088,1
739,211022,1
2450,96751,1
1860,121325,1
1566,103454,1
929,175551,1
1911,115422,1
1963,46322,1
2261,81624,1
2191,221234,1
2308,98458,1
686,120445,1
1510,195487,1
529,149791,1
2471,166520,1
1008,128961,1
164,176888,1
1184,116339,1
981,122929,1
16,104633,1
465,198619,1
1673,67499,1
1376,123161,1
1911,102767,1
1870,156495,1
2115,226139,1
2339,88883,1
2481,107994,1
344,64203,1
1008,130566,1
305,202026,1
973,161151,1
150,152400,1
1405,59069,1
1651,123691,1
2123,106296,1
1185,215890,1
199,73425,1
830,158867,1
759,224886,1
1003,78542,1
390,143174,1
2487,90578,1
1945,212480,1
1280,194264,1
1873,220003,1
1784,209046,1
364,85023,1
1003,182359,1
1596,164339,1
2486,123008,1
2261,141449,1
1185,205900,1
485,209179,1
1599,196932,1
545,133725,1
963,153299,1
1210,97070,1
2188,132221,1
963,156948,1
1956,91237,1
27,195291,1
808,141446,1
45,132551,1
254,126008,1
1454,61419,1
1720,82478,1
632,219191,1
1689,85088,1
150,80357,1
754,125177,1
1979,117439,1
1898,137238,1
1143,104799,1
283,183097,1
2040,95573,1
1009,83626,1
1197,70960,1
754,192337,1
1611,166694,1
1964,101830,1
2374,48540,1
1945,57081,1
158,171261,1
244,46420,1
1060,157236,1
1459,225209,1
869,200968,1
776,93869,1
396,129516,1
2373,130828,1
101,67573,1
162,178884,1
2115,159528,1
1666,84736,1
1604,116629,1
1538,58003,1
1952,70059,1
2040,179391,1
929,202789,1
1090,122195,1
1752,106784,1
759,224048,1
1157,159639,1
2402,114208,1
1197,223371,1
794,100565,1
658,78060,1
1898,220518,1
1673,219842,1
2445,61844,1
2457,114876,1
720,219162,1
2467,153688,1
1945,198084,1
170,224737,1
575,121636,1
168,198566,1
1326,65283,1
102,213928,1
1314,112738,1
1009,211412,1
1464,187400,1
1666,101893,1
1210,88364,1
808,138353,1
388,196033,1
2040,73672,1
1510,90310,1
2467,141879,1
2378,45565,1
200,214494,1
62,113533,1
1395,118734,1
1084,59140,1
690,132772,1
2464,165751,1
1023,50593,1
1068,62211,1
1516,205378,1
1009,126391,1
1408,69018,1
2262,116109,1
2374,54190,1
795,65386,1
866,176486,1
2049,151187,1
808,155405,1
1536,168071,1
38,48785,1
1949,59111,1
1735,119012,1
421,52043,1
275,132200,1
505,47289,1
2471,64467,1
2173,49654,1
1982,54066,1
75,213458,1
149,73906,1
883,66754,1
2224,56346,1
268,217653,1
575,168701,1
1373,88547,1
2185,155848,1
1009,128283,1
653,209675,1
2310,84111,1
103,142980,1
1935,138414,1
865,119874,1
2431,210923,1
150,46481,1
1184,184306,1
1262,72289,1
2467,141843,1
444,221296,1
267,168809,1
344,85530,1
330,192483,1
554,155618,1
193,100303,1
1090,82887,1
396,198181,1
267,86444,1
713,112452,1
1696,188738,1
1280,44282,1
1395,218322,1
73,199544,1
908,110753,1
935,64782,1
2305,110075,1
482,204991,1
1651,64787,1
270,76273,1
1143,129663,1
2389,226502,1
2262,132019,1
372,132390,1
1269,88637,1
702,167903,1
1973,51517,1
1197,207623,1
1463,71840,1
565,87770,1
519,56367,1
913,207609,1
1346,115208,1
658,154059,1
949,163432,1
739,190440,1
505,178032,1
686,90841,1
617,79345,1
396,226746,1
179,144443,1
2029,186430,1
2040,75680,1
620,63640,1
1945,74903,1
731,172334,1
197,73768,1
281,142732,1
1587,149318,1
1407,90947,1
975,105503,1
2261,164563,1
2040,171405,1
1003,159446,1
2374,101960,1
1510,190400,1
1295,98361,1
2251,170202,1
306,219923,1
1197,175965,1
170,171536,1
1395,144206,1
620,159566,1
1666,186971,1
2165,191646,1
65,210108,1
2160,70176,1
639,157182,1
1197,214520,1
244,166525,1
575,216471,1
1174,91353,1
772,172074,1
775,210883,1
2435,64309,1
2262,142487,1
1197,144202,1
978,69548,1
546,182777,1
175,167172,1
754,178683,1
2137,55862,1
1280,194838,1
1685,195162,1
1693,100117,1
1280,140867,1
150,76696,1
627,104360,1
267,144414,1
267,228092,1
2482,74178,1
267,185529,1
1911,149296,1
849,93539,1
1949,108878,1
2170,213017,1
1651,193570,1
999,217016,1
990,90451,1
1431,176057,1
45,202803,1
1373,73962,1
1395,115948,1
2176,118213,1
1174,93645,1
1651,204040,1
175,197074,1
715,124581,1
1122,83067,1
2289,89430,1
2099,177850,1
699,50632,1
1634,192757,1
32,143490,1
1104,161575,1
1463,128458,1
1556,100573,1
291,48915,1
608,134491,1
59,74182,1
1949,165459,1
489,179713,1
2329,53429,1
338,127915,1
715,183557,1
642,187989,1
2461,83012,1
713,64965,1
1164,140298,1
267,172979,1
168,106856,1
1949,73820,1
1516,123658,1
1898,48481,1
441,57664,1
256,198699,1
1383,139239,1
866,117409,1
614,207101,1
267,78945,1
587,102396,1
485,192537,1
1535,131518,1
2450,192393,1
1395,182963,1
515,216693,1
1666,51394,1
2353,139042,1
463,188324,1
1397,195735,1
2244,178842,1
1298,160863,1
2467,150757,1
1132,222810,1
813,168968,1
650,164529,1
1168,106363,1
175,109469,1
441,153590,1
2099,193655,1
256,191743,1
2489,133563,1
1836,71206,1
1850,91686,1
851,134268,1
2402,144480,1
40,55603,1
1644,211977,1
2457,66269,1
1639,48867,1
2503,72865,1
1338,180689,1
2109,45469,1
866,149269,1
1336,89957,1
175,103961,1
830,205493,1
472,225298,1
614,184261,1
2424,194680,1
1631,197170,1
398,174191,1
1587,191938,1
2002,158804,1
813,130664,1
2418,143464,1
1008,163037,1
1911,197066,1
1502,76525,1
2222,61493,1
1338,219610,1
1911,133548,1
333,176927,1
2104,60025,1
978,164625,1
1376,69711,1
1949,93130,1
1037,195223,1
2489,61927,1
827,70264,1
2463,83556,1
1143,86197,1
1666,109867,1
2467,197260,1
407,130705,1
150,180786,1
1135,84904,1
1456,115102,1
102,151323,1
2467,221277,1
2040,201475,1
607,163933,1
1354,186231,1
2464,192120,1
7,202857,1
175,98811,1
519,215374,1
1338,227754,1
658,94512,1
267,56840,1
166,69689,1
441,178370,1
1606,104743,1
2022,160726,1
546,81505,1
2486,186896,1
1383,80770,1
1467,138998,1
2262,81625,1
1058,48164,1
2243,84243,1
1834,157414,1
1135,45898,1
2382,214098,1
1898,135898,1
1196,138083,1
2270,72662,1
305,178823,1
1154,102790,1
197,219115,1
771,216722,1
1502,198621,1
1556,110172,1
573,102232,1
267,222641,1
1911,177665,1
1443,160015,1
199,172670,1
1280,106761,1
270,157860,1
1280,64198,1
1973,159685,1
1338,83658,1
830,87672,1
1911,52467,1
193,169139,1
157,86522,1
1376,179047,1
400,202265,1
739,99261,1
620,84007,1
1333,128625,1
1037,128507,1
175,220706,1
1696,167644,1
620,181337,1
